BKT_ID,stationID,Bucket,Camera,SDcard,Row ID,BKTID_ROW,date_set,date_check,trap hours,fish feeder,upload pictures,Latitude,Longitude,DMS,num_files,comments,Data inputed?
RFT_BKT03,RFT,BKT03,BUR2,SD18,37,BKT03_37,Apr/12/2025,May/7/2025,600:00:00,no,did not record. check camera and sd card,45.43537211,-122.6798784,"45°26'07.2""N 122°40'47.5""W",,no pictures; lens got slimed and pooped on ,
RFT_BKT04,RFT,BKT04,BUR5,SD05,4,BKT04_4,Jan/31/2025,Feb/6/2025,144:00:00,no,y,45.43559953,-122.6814345,"45°26'07.6""N 122°40'52.9""W",,,
RFT_BKT04,RFT,BKT04,BUR5,SD03,8,BKT04_8,Feb/6/2025,Feb/18/2025,288:00:00,no,y,45.43559953,-122.6814345,"45°26'07.6""N 122°40'52.9""W",,,
RFT_BKT04,RFT,BKT04,BUR5,SD13,12,BKT04_12,Feb/18/2025,Feb/28/2025,240:00:00,no,y,45.43559953,-122.6814345,"45°26'07.6""N 122°40'52.9""W",,,
RFT_BKT04,RFT,BKT04,BUR5,SD08,16,BKT04_16,Feb/28/2025,Mar/6/2025,144:00:00,no,y,45.43559953,-122.6814345,"45°26'07.6""N 122°40'52.9""W",,,
RFT_BKT04,RFT,BKT04,BUR8,SD04,20,BKT04_20,Mar/6/2025,Mar/13/2025,168:00:00,no,y,45.43559953,-122.6814345,"45°26'07.6""N 122°40'52.9""W",,,
RFT_BKT04,RFT,BKT04,BUR8,SD17,24,BKT04_24,Mar/13/2025,Mar/20/2025,168:00:00,no,y,45.43559953,-122.6814345,"45°26'07.6""N 122°40'52.9""W",,empty,
RFT_BKT04,RFT,BKT04,BUR8,SD18,28,BKT04_28,Mar/20/2025,Apr/4/2025,360:00:00,no,y,45.43559953,-122.6814345,"45°26'07.6""N 122°40'52.9""W",,,
RFT_BKT04,RFT,BKT04,BUR8,SD07,33,BKT04_33,Apr/4/2025,Apr/12/2025,192:00:00,no,y,45.43559953,-122.6814345,"45°26'07.6""N 122°40'52.9""W",,,
RFT_BKT04,RFT,BKT04,BUR8,SD02,38,BKT04_38,Apr/12/2025,May/7/2025,600:00:00,no,y,45.43559953,-122.6814345,"45°26'07.6""N 122°40'52.9""W",,,
RFT_BKT05,RFT,BKT05,BUR9,SD19,29,BKT05_29,Mar/20/2025,Apr/4/2025,360:00:00,no,y,45.43333333,-122.6783333,"45°25'60""N 122°40'42""W",3612,,
RFT_BKT05,RFT,BKT05,BUR9,SD12,34,BKT05_34,Apr/4/2025,Apr/12/2025,192:00:00,no,y,45.43333333,-122.6783333,"45°25'60""N 122°40'42""W",,,
RFT_BKT05,RFT,BKT05,BUR9,SD20,39,BKT05_39,Apr/12/2025,May/7/2025,600:00:00,no,y,45.43333333,-122.6783333,"45° 25' 60""N 122°40'42""W",909,,
FART_BKT26,FART,BKT26,BUR01,SD30,78,BKT26_78,Jul/16/2025 09:42:00,Jul/31/2025 08:02:00,358:20:00,yes,HD not cloud,45.44222,-122.68139,"45°26'32""N 122°40'53""W",,collected,
FART_BKT27,FART,BKT27,BUR10,SD13,79,BKT27_79,Jul/16/2025 17:45:00,Jul/31/2025 07:57:00,350:12:00,yes,HD not cloud,45.4425,-122.68167,"45°26'33""N 122°40'54""W",,collected,
HPT_BKT11,HPT,BKT11,BUR13,SD09,45,BKT11_45,Jun/11/2025 16:08:00,Jun/20/2025 07:53:00,207:45:00,yes,y,45.61056,-122.67667,"45°36'38""N 122°40'36""W",528,fish feeder,
HPT_BKT11,HPT,BKT11,BUR13,SD11,54,BKT11_54,Jun/22/2025 16:45:00,Jul/3/2025 08:05:00,255:20:00,yes,y,45.61056,-122.67667,"45°36'38""N 122°40'36""W",294,fish feeder,
HPT_BKT11,HPT,BKT11,BUR13,SD16,63,BKT11_63,Jul/3/2025 08:05:00,Jul/16/2025 07:08:00,311:03:00,yes,y,45.61056,-122.67667,"45°36'38""N 122°40'36""W",2058,,
HPT_BKT12,HPT,BKT12,BUR11,SD02,46,BKT12_46,Jun/11/2025 16:08:00,Jun/20/2025 07:56:00,207:48:00,yes,y,45.44694,-122.67722,"45°26'49""N 122°40'38""W",198,fish feeder,
HPT_BKT12,HPT,BKT12,BUR11,SD12,55,BKT12_55,Jun/22/2025 17:00:00,Jul/3/2025 08:09:00,255:09:00,yes,y,45.44694,-122.67722,"45°26'49""N 122°40'38""W",606,fish feeder,
HPT_BKT12,HPT,BKT12,BUR11,SD21,64,BKT12_64,Jul/3/2025 08:09:00,Jul/16/2025 07:12:00,311:03:00,yes,y,45.44694,-122.67722,"45°26'49""N 122°40'38""W",3722,,
HPT_BKT13,HPT,BKT13,BUR10,SD10,47,BKT13_47,Jun/12/2025 17:15:00,Jun/20/2025 08:00:00,182:45:00,yes,folder empty,45.44333,-122.67778,"45°26'36""N 122°40'40""W",,fish feeder,
HPT_BKT13,HPT,BKT13,BUR10,SD13,56,BKT13_56,Jun/22/2025 17:11:00,Jul/3/2025 08:15:00,255:04:00,yes,y,45.44333,-122.67778,"45°26'36""N 122°40'40""W",1011,fish feeder,
HPT_BKT13,HPT,BKT13,BUR10,SD10,65,BKT13_65,Jul/3/2025 08:15:00,Jul/16/2025 07:16:00,311:01:00,yes,y,45.44333,-122.67778,"45°26'36""N 122°40'40""W",1308,,
HPT_BKT14,HPT,BKT14,BUR08,SD21,48,BKT14_48,Jun/11/2025 17:00:00,Jun/20/2025 08:26:00,207:26:00,yes,y,45.445,-122.67611,"45°26'42""N 122°40'34""W",408,fish feeder,
HPT_BKT14,HPT,BKT14,BUR08,SD20,57,BKT14_57,Jun/22/2025 17:59:00,Jul/3/2025 08:55:00,254:56:00,yes,y,45.445,-122.67611,"45°26'42""N 122°40'34""W",270,fish feeder,
HPT_BKT14,HPT,BKT14,BUR08,SD02,66,BKT14_66,Jul/3/2025 08:55:00,Jul/16/2025 07:35:00,310:40:00,yes,y,45.445,-122.67611,"45°26'42""N 122°40'34""W",,,
HPT_BKT15,HPT,BKT15,BUR03,SD19,49,BKT15_49,Jun/11/2025 17:00:00,Jun/20/2025 08:23:00,207:23:00,yes,y,45.44528,-122.67667,"45°26'43""N 122°40'36""W",600,fish feeder,
HPT_BKT15,HPT,BKT15,BUR03,SD23,58,BKT15_58,Jun/22/2025 18:06:00,Jul/3/2025 08:50:00,254:44:00,yes,y,45.44528,-122.67667,"45°26'43""N 122°40'36""W",1080,fish feeder,
HPT_BKT15,HPT,BKT15,BUR03,SD09,67,BKT15_67,Jul/3/2025 08:50:00,Jul/16/2025 07:34:00,310:44:00,yes,y,45.44528,-122.67667,"45°26'43""N 122°40'36""W",,,
HPT_BKT16,HPT,BKT16,BUR09,SD18,50,BKT16_50,Jun/11/2025 17:00:00,Jun/20/2025 08:20:00,207:20:00,yes,y,45.445,-122.67694,"45°26'42""N 122°40'37""W",663,fish feeder,
HPT_BKT16,HPT,BKT16,BUR09,SD05,59,BKT16_59,Jun/22/2025 17:53:00,Jul/3/2025 08:48:00,254:55:00,yes,y,45.445,-122.67694,"45°26'42""N 122°40'37""W",1068,fish feeder,
HPT_BKT16,HPT,BKT16,BUR09,SD19,68,BKT16_68,Jul/3/2025 08:48:00,Jul/16/2025 07:33:00,310:45:00,yes,y,45.445,-122.67694,"45°26'42""N 122°40'37""W",,,
HPT_BKT17,HPT,BKT17,BUR01,SD25,51,BKT17_51,Jun/17/2025 17:58:00,Jun/20/2025 08:03:00,62:05:00,yes,y,45.4435,-122.67785,45°26′36.6″N 122°40′40.26″W,576,fish feeder,
HPT_BKT17,HPT,BKT17,BUR01,SD26,60,BKT17_60,Jun/22/2025 17:17:00,Jul/3/2025 08:23:00,255:06:00,yes,y,45.4435,-122.67785,45°26′36.6″N 122°40′40.26″W,,fish feeder,
HPT_BKT17,HPT,BKT17,BUR01,SD27,69,BKT17_69,Jul/3/2025 08:23:00,Jul/16/2025 07:23:00,311:00:00,yes,y,45.4435,-122.67785,45°26′36.6″N 122°40′40.26″W,,,
HPT_BKT18,HPT,BKT18,BUR06,SD24,52,BKT18_52,Jun/17/2025 18:03:00,Jun/20/2025 08:08:00,62:05:00,yes,y,45.44498,-122.67785,45°26′41.93″N 122°40′40.26″W,93,fish feeder,
HPT_BKT18,HPT,BKT18,BUR06,SD14,61,BKT18_61,Jun/22/2025 17:26:00,Jul/3/2025 08:28:00,255:02:00,yes,y,45.44498,-122.67785,45°26′41.93″N 122°40′40.26″W,507,fish feeder,
HPT_BKT18,HPT,BKT18,BUR06,SD18,70,BKT18_70,Jul/3/2025 08:28:00,Jul/16/2025 07:25:00,310:57:00,yes,y,45.44498,-122.67785,45°26′41.93″N 122°40′40.26″W,,,
HPT_BKT19,HPT,BKT19,BUR02,SD16,53,BKT19_53,Jun/17/2025 18:13:00,Jun/20/2025 08:12:00,61:59:00,yes,folder empty,45.445,-122.67833,"45°26'42""N 122°40'42""W",,fish feeder,
HPT_BKT19,HPT,BKT19,BUR02,SD22,62,BKT19_62,Jun/23/2025 14:37:00,Jul/3/2025 08:33:00,233:56:00,yes,y,45.445,-122.67833,"45°26'42""N 122°40'42""W",,Photos messed up,
HPT_BKT19,HPT,BKT19,BUR02,SD24,71,BKT19_71,Jul/3/2025 08:33:00,Jul/7/2025 16:03:00,103:30:00,yes,no photos,45.445,-122.67833,"45°26'42""N 122°40'42""W",,Cam messed up,
Meadow_BKT20,Meadow,BKT20,BUR03,SD20,72,BKT20_72,Jul/16/2025 08:36:00,Jul/31/2025 08:44:00,360:08:00,yes,HD not cloud,45.44139,-122.68028,"45°26'29""N 122°40'49""W",,,
Meadow_BKT20,Meadow,BKT20,BUR03,SD02,80,BKT20_80,Jul/31/2025 08:44:00,Sep/17/2025 09:00:00,1152:16:00,yes,no photos??? SD card empty,45.44139,-122.68028,"45°26'29""N 122°40'49""W",,,
Meadow_BKT21,Meadow,BKT21,BUR08,SD23,73,BKT21_73,Jul/16/2025 08:38:00,Jul/31/2025 08:36:00,359:58:00,yes,HD not cloud,45.44111,-122.68028,"45°26'28""N 122°40'49""W",,,
Meadow_BKT21,Meadow,BKT21,BUR08,SD19,81,BKT21_81,Jul/31/2025 08:36:00,Sep/17/2025 09:05:00,1152:29:00,yes,no photos??? SD card empty,45.44111,-122.68028,"45°26'28""N 122°40'49""W",no photos,,
Meadow_BKT22,Meadow,BKT22,BUR13,SD22,74,BKT22_74,Jul/16/2025 08:52:00,Jul/31/2025 08:33:00,359:41:00,yes,HD not cloud,45.44056,-122.68028,"45°26'26""N 122°40'49""W",,,
Meadow_BKT22,Meadow,BKT22,BUR13,SD24,82,BKT22_82,Jul/31/2025 08:33:00,Sep/17/2025 09:10:00,1152:37:00,yes,?? i dont think this was the SD,45.44056,-122.68028,"45°26'26""N 122°40'49""W",,,
milk_BKT23,milk,BKT23,BUR11,SD12,75,BKT23_75,Jul/16/2025 09:14:00,Jul/31/2025 08:27:00,359:13:00,yes,HD not cloud,45.44111,-122.68083,"45°26'28""N 122°40'51""W",,,
milk_BKT23,milk,BKT23,BUR11,SD18,83,BKT23_83,Jul/31/2025 08:27:00,Sep/17/2025 08:50:00,1152:23:00,yes,HD not cloud,45.44111,-122.68083,"45°26'28""N 122°40'51""W",,,
milk_BKT24,milk,BKT24,BUR09,SD11,76,BKT24_76,Jul/16/2025 09:11:00,Jul/31/2025 08:19:00,359:08:00,yes,HD not cloud,45.44083,-122.68083,"45°26'27""N 122°40'51""W",,photos messed up,
milk_BKT24,milk,BKT24,BUR09,SD09,84,BKT24_84,Jul/31/2025 08:19:00,Sep/17/2025 08:50:00,1152:31:00,yes,no photos??? SD card empty,45.44083,-122.68083,"45°26'27""N 122°40'51""W",,,
milk_BKT25,milk,BKT25,BUR06,SD14,77,BKT25_77,Jul/16/2025 09:26:00,Jul/31/2025 08:11:00,358:45:00,yes,HD not cloud,45.44056,-122.68056,"45°26'26""N 122°40'50""W",,,
milk_BKT25,milk,BKT25,BUR06,SD21,85,BKT25_85,Jul/31/2025 08:11:00,Sep/17/2025 08:50:00,1152:39:00,yes,no photos??? SD card empty,45.44056,-122.68056,"45°26'26""N 122°40'50""W",,,
